관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,설치년월,위도,경도
서울특별시 성북구청,서울특별시 성북구,서울특별시 성북구 성북구 석관동 332-570,교통단속,3,2017-01-09,37.605905,127.061644
서울특별시 성북구청,서울특별시 성북구,서울특별시 성북구 성북구 석관동 193-7,교통단속,3,2017-01-11,37.610676,127.060635
서울특별시 성북구청,서울특별시 성북구,서울특별시 성북구 성북구 장위동 213,교통단속,3,2017-01-11,37.617866,127.047701
서울특별시 성북구청,서울특별시 성북구,서울특별시 성북구 성북구 장위동 238-238,교통단속,3,2017-01-11,37.613370,127.049170
서울특별시 성북구청,서울특별시 성북구,서울특별시 성북구 성북구 하월곡동 34-43,교통단속,3,2017-01-11,37.600169,127.041746
서울특별시 성북구청,서울특별시 성북구,서울특별시 성북구 성북구 돈암동 625-2,교통단속,3,2017-01-12,37.601969,127.025298
서울특별시 성북구청,서울특별시 성북구 오패산로17길 28-6 감미옥식당,서울특별시 성북구 월곡1동 82-5 감미옥식당,생활방범,3,2017-01-10,37.608098,127.034867
서울특별시 성북구청,서울특별시 성북구 동소문로29길 27 현대빌라,서울특별시 성북구 동선동4가 310-3,생활방범,3,2017-01-16,37.596629,127.019290
서울특별시 성북구청,서울특별시 성북구 화랑로 241-8(장위동 64-141),서울특별시 성북구,생활방범,3,2017-01-16,37.610941,127.056346
서울특별시 성북구청,서울특별시 성북구 삼선교로2가길 10(삼선동1가 11-111),서울특별시 성북구,생활방범,4,2017-01-16,37.587330,127.005709
서울특별시 성북구청,서울특별시 성북구 삼선교로2길 15(삼선동1가 11-2),서울특별시 성북구,생활방범,3,2017-01-16,37.587763,127.005661
서울특별시 성북구청,서울특별시 성북구 솔샘로11길 43(정릉4동 716-114),서울특별시 성북구,생활방범,3,2017-01-16,37.611412,127.002928
서울특별시 성북구청,서울특별시 성북구 솔샘로11길 43-10(정릉4동 727-17),서울특별시 성북구,생활방범,3,2017-01-16,37.611371,127.002305
서울특별시 성북구청,서울특별시 성북구 정릉4동 743-1,서울특별시 성북구 정릉4동 743-1,생활방범,2,2017-01-16,37.612268,127.004655
서울특별시 성북구청,서울특별시 성북구 돌곶이로41길 22(장위동 221-2),서울특별시 성북구,생활방범,3,2017-01-16,37.617975,127.046027
서울특별시 성북구청,서울특별시 성북구 삼선교로2길 7-3(삼선동1가 15-2),서울특별시 성북구,생활방범,4,2017-01-16,37.587882,127.006100
서울특별시 성북구청,서울특별시 성북구 삼선교로4길 10(삼선동1가 16-7),서울특별시 성북구,생활방범,4,2017-01-16,37.587348,127.006850
서울특별시 성북구청,서울특별시 성북구 삼선교로4길 59(삼선동1가 276-2),서울특별시 성북구,생활방범,3,2017-01-16,37.585053,127.007249
서울특별시 성북구청,서울특별시 성북구 삼선교로6길 19-13(삼선동1가 150),서울특별시 성북구,생활방범,3,2017-01-16,37.586711,127.007764
서울특별시 성북구청,서울특별시 성북구 삼선교로8길 26(삼선동1가 171-6),서울특별시 성북구,생활방범,4,2017-01-16,37.586368,127.008172
서울특별시 성북구청,서울특별시 성북구 동소문로13길,서울특별시 성북구,어린이보호,4,2017-01-10,37.593482,127.011925
서울특별시 성북구청,서울특별시 성북구 아리랑로7길,서울특별시 성북구,어린이보호,5,2017-01-15,37.597345,127.014157
서울특별시 성북구청,서울특별시 성북구 북악산로22길,서울특별시 성북구,어린이보호,4,2017-01-10,37.593734,127.023053
서울특별시 성북구청,서울특별시 성북구 아리랑로5길,서울특별시 성북구,어린이보호,4,2017-01-10,37.595857,127.011868
서울특별시 성북구청,서울특별시 성북구 보문로29길/보문로29다길,서울특별시 성북구,어린이보호,4,2017-01-16,37.585580,127.012820
서울특별시 성북구청,서울특별시 성북구 인촌로13길/인촌로7가길,서울특별시 성북구,어린이보호,5,2017-01-15,37.586852,127.023477
서울특별시 성북구청,서울특별시 성북구 보문로21길 49/보문로23길,서울특별시 성북구,어린이보호,4,2017-01-16,37.583369,127.017879
서울특별시 성북구청,서울특별시 성북구 북악산로 914-3번지 정문,서울특별시 성북구,어린이보호,1,2017-01-14,37.595225,127.023055
서울특별시 성북구청,서울특별시 성북구 오패산로16길 37번지 후문앞,서울특별시 성북구,어린이보호,1,2017-01-14,37.609509,127.038840
서울특별시 성북구청,서울특별시 성북구 오패산로 49번지 정문앞 주변,서울특별시 성북구,어린이보호,2,2017-01-14,37.606514,127.036614
서울특별시 성북구청,서울특별시 성북구 장월로 20번지앞,서울특별시 성북구,어린이보호,1,2017-01-14,37.608021,127.047232
서울특별시 성북구청,서울특별시 성북구 장위로21다길 76번지앞,서울특별시 성북구,어린이보호,1,2017-01-14,37.616959,127.046705
서울특별시 성북구청,서울특별시 성북구 인촌로13길 18-32 자율방범초소앞,서울특별시 성북구 안암동2가 117-2 자율방범초소앞,생활방범,3,2017-01-10,37.587068,127.024535
서울특별시 성북구청,서울특별시 성북구 보문로22길 31 동양클리닉앞,서울특별시 성북구 안암동3가 15번지 동양클리닉앞,생활방범,3,2017-01-11,37.584007,127.022067
서울특별시 성북구청,서울특별시 성북구 보문로18길 41 동아쉘리빌부근,서울특별시 성북구 안암동3가 78-15 동아쉘리빌부근,생활방범,3,2017-01-10,37.583042,127.023376
서울특별시 성북구청,서울특별시 성북구 장월로1길 79 믿음정육점,서울특별시 성북구 월곡2동 6-3 믿음정육점,생활방범,3,2017-01-10,37.605290,127.044144
서울특별시 성북구청,서울특별시 성북구 월곡로18나길 1 태양슈퍼,서울특별시 성북구 월곡2동 40-3 태양슈퍼,생활방범,3,2017-01-10,37.601646,127.042557
서울특별시 성북구청,서울특별시 성북구 화랑로9길 21 삼거리 연자식품,서울특별시 성북구 월곡2동 49-3 삼거리 연자식품,생활방범,3,2017-01-10,37.603448,127.040554
서울특별시 성북구청,서울특별시 성북구 인촌로17가길 43 용문고정문앞,서울특별시 성북구 안암동2가 95-1 용문고정문앞,생활방범,3,2017-01-16,37.587977,127.023661
서울특별시 성북구청,서울특별시 성북구 보문로14길 40 삼익아파트앞,서울특별시 성북구 안암동4가 41-13 삼익아파트앞,생활방범,3,2017-01-09,37.580604,127.024550
서울특별시 성북구청,서울특별시 성북구 개운사길 42-46 개운사입구,서울특별시 성북구 안암동5가 15-16 개운사입구,생활방범,3,2017-01-16,37.588320,127.029163
서울특별시 성북구청,서울특별시 성북구 인촌로26길 25 GS편의점앞,서울특별시 성북구 안암동5가 103-11 GS편의점앞,생활방범,3,2017-01-09,37.585185,127.030028
서울특별시 성북구청,서울특별시 성북구 안암로9가길 94 하나은행뒤,서울특별시 성북구 안암동5가 104-101 하나은행뒤,생활방범,3,2017-01-10,37.582955,127.028581
서울특별시 성북구청,서울특별시 성북구 장월로29길 66,서울특별시 성북구 장위1동 186-5,생활방범,3,2017-01-11,37.619284,127.047245
서울특별시 성북구청,서울특별시 성북구 장월로31길 20 시온정육점,서울특별시 성북구 장위1동 195-10 시온정육점,생활방범,3,2017-01-16,37.618410,127.049992
서울특별시 성북구청,서울특별시 성북구 장위로11가길 3 코알라어린이집,서울특별시 성북구 장위1동 219-52 코알라어린이집,생활방범,3,2017-01-10,37.615768,127.041183
서울특별시 성북구청,서울특별시 성북구 돌곶이로41길 10 선약국,서울특별시 성북구 장위1동 219-132 선약국,생활방범,3,2017-01-10,37.618568,127.045692
서울특별시 성북구청,서울특별시 성북구 장위로21나길 42,서울특별시 성북구 장위1동 219-273,생활방범,3,2017-01-11,37.616341,127.045190
서울특별시 성북구청,서울특별시 성북구 장위로15길 64 동산어린이공원,서울특별시 성북구 장위1동 219-352 동산어린이공원,생활방범,3,2017-01-16,37.616470,127.043497
서울특별시 성북구청,서울특별시 성북구 장위로21길 17-2 고려빌라,서울특별시 성북구 장위1동 229-1 고려빌라,생활방범,3,2017-01-15,37.614512,127.044079
서울특별시 성북구청,서울특별시 성북구 장위로16길 17-1 하얀빨래방,서울특별시 성북구 장위1동 231-78 하얀빨래방,생활방범,1,2017-01-16,37.613377,127.041434
서울특별시 성북구청,서울특별시 성북구 장위로10길 8 청운프리티밸,서울특별시 성북구 장위1동 231-242 청운프리티밸,생활방범,3,2017-01-10,37.613547,127.039542
서울특별시 성북구청,서울특별시 성북구 장위로24길 19 명신빌라,서울특별시 성북구 장위1동 233-191 명신빌라,생활방범,3,2017-01-09,37.613068,127.044633
서울특별시 성북구청,서울특별시 성북구 화랑로5길 24,서울특별시 성북구 하월곡동 47-51,생활방범,3,2017-01-14,37.603749,127.039107
서울특별시 성북구청,서울특별시 성북구 보국문로14길 19,서울특별시 성북구 정릉4동 402-109,생활방범,3,2017-01-14,37.610098,127.010745
서울특별시 성북구청,서울특별시 성북구 솔샘로14길 32,서울특별시 성북구 정릉3동 710-38,생활방범,3,2017-01-14,37.612036,127.006224
서울특별시 성북구청,서울특별시 성북구 월계로 124번지 정문앞 주변,서울특별시 성북구,어린이보호,1,2017-01-14,37.616229,127.041189
서울특별시 성북구청,서울특별시 성북구 장위로20길 17-3번지 교차로앞,서울특별시 성북구,어린이보호,1,2017-01-14,37.612974,127.043036
서울특별시 성북구청,서울특별시 성북구 동소문로35가길 29,서울특별시 성북구 돈암동 38-19,생활방범,4,2017-01-14,37.599769,127.021187
서울특별시 성북구청,서울특별시 성북구 아리랑로6나길 8,서울특별시 성북구 돈암동 413-31,생활방범,3,2017-01-14,37.598065,127.015508
서울특별시 성북구청,서울특별시 성북구 아리랑로5길 139,서울특별시 성북구 정릉2동 563-1,생활방범,3,2017-01-14,37.600138,127.011316
서울특별시 성북구청,서울특별시 성북구 성북로10나길 14,서울특별시 성북구 성북동 168-35,생활방범,3,2017-01-14,37.592752,127.003754
서울특별시 성북구청,서울특별시 성북구 삼선교로16길 106,서울특별시 성북구 삼선동2가 330-12,생활방범,3,2017-01-14,37.583627,127.011022
서울특별시 성북구청,서울특별시 성북구 보문로13나길 18,서울특별시 성북구 보문동7가 134-6,생활방범,2,2017-01-14,37.579312,127.021911
서울특별시 성북구청,서울특별시 성북구 장월로38길 17,서울특별시 성북구 장위3동 149-11,생활방범,3,2017-01-14,37.618139,127.052973
서울특별시 성북구청,서울특별시 성북구 솔샘로6길 16-7번지(기원빌라 앞),서울특별시 성북구,생활방범,3,2017-01-14,37.609143,127.005184
서울특별시 성북구청,서울특별시 성북구 솔샘로 24번지(동양건재옆 삼거리진입로),서울특별시 성북구,생활방범,3,2017-01-14,37.609810,127.005269
서울특별시 성북구청,서울특별시 성북구 돌곶이로32길 35번지 교차로앞,서울특별시 성북구,어린이보호,1,2017-01-14,37.616443,127.053169
서울특별시 성북구청,서울특별시 성북구 돌곶이로22길 50번지 정문앞 주변,서울특별시 성북구,어린이보호,1,2017-01-14,37.610425,127.060595
서울특별시 성북구청,서울특별시 성북구 아리랑로 63,서울특별시 성북구,어린이보호,2,2017-01-15,37.598283,127.014333
서울특별시 성북구청,서울특별시 성북구 사월곡동 84-167,서울특별시 성북구 상월곡동 84-167,어린이보호,2,2017-01-15,37.606584,127.034460
서울특별시 성북구청,서울특별시 성북구 정릉동 산87-223,서울특별시 성북구 정릉동 산87-223,어린이보호,2,2017-01-15,37.598820,127.007461
서울특별시 성북구청,서울특별시 성북구 종암로25길 22-29,서울특별시 성북구,어린이보호,2,2017-01-15,37.601671,127.031719
서울특별시 성북구청,서울특별시 성북구 삼양로9길14-21,서울특별시 성북구,어린이보호,2,2017-01-15,37.609646,127.021326
서울특별시 성북구청,서울특별시 성북구 종암로19길18,서울특별시 성북구,어린이보호,2,2017-01-15,37.598808,127.034275
서울특별시 성북구청,서울특별시 성북구 정릉동239-2,서울특별시 성북구 정릉동239-2,어린이보호,2,2017-01-15,37.616380,127.009037
서울특별시 성북구청,서울특별시 성북구 화랑로33가길 27 동진시티빌라,서울특별시 성북구 장위2동 66-188 동진시티빌라,생활방범,3,2017-01-10,37.610794,127.053833
서울특별시 성북구청,서울특별시 성북구 장위로40길 46 장위동교회,서울특별시 성북구 장위2동 68-69 장위동교회,생활방범,3,2017-01-09,37.611893,127.052394
서울특별시 성북구청,서울특별시 성북구 장월로18길 27 그린슈퍼,서울특별시 성북구 장위2동 75-545 그린슈퍼,생활방범,2,2017-01-15,37.615167,127.049838
서울특별시 성북구청,서울특별시 성북구 장위로24길 46 예산슈퍼앞,서울특별시 성북구 장위1동 233-357 예산슈퍼앞,생활방범,3,2017-01-11,37.611660,127.044913
서울특별시 성북구청,서울특별시 성북구 장월로11길 39 천주교성당,서울특별시 성북구 장위1동 233-492 천주교성당,생활방범,3,2017-01-16,37.612326,127.046835
서울특별시 성북구청,서울특별시 성북구 인촌로7가길 19,서울특별시 성북구,어린이보호,2,2017-01-15,37.586706,127.022029
서울특별시 성북구청,서울특별시 성북구 장위로33길 35 장곡초교,서울특별시 성북구 장위1동 238-52 장곡초교,생활방범,1,2017-01-16,37.616587,127.047592
서울특별시 성북구청,서울특별시 성북구 돌곶이로34길 20-19 우리은행합숙소,서울특별시 성북구 장위2동 76-30 우리은행합숙소,생활방범,2,2017-01-15,37.616020,127.051147
서울특별시 성북구청,서울특별시 성북구 장위로33길 45 수정빌라,서울특별시 성북구 장위2동 238-63 수정빌라,생활방범,3,2017-01-11,37.614784,127.051237
서울특별시 성북구청,서울특별시 성북구 돌곶이로23가길 55 KB Tech,서울특별시 성북구 석관2동 332-101 KB Tech,생활방범,3,2017-01-10,37.607901,127.058614
서울특별시 성북구청,서울특별시 성북구 한천로86길 18 대륙빌라,서울특별시 성북구 장위3동 6-62 대륙빌라,생활방범,3,2017-01-09,37.614649,127.059848
서울특별시 성북구청,서울특별시 성북구 장위로50길 47 온누리마트,서울특별시 성북구 장위3동 36-22 온누리마트,생활방범,1,2017-01-16,37.614542,127.057538
서울특별시 성북구청,서울특별시 성북구 돌곶이로32길 48,서울특별시 성북구 장위3동 77-5,생활방범,3,2017-01-16,37.616968,127.053765
서울특별시 성북구청,서울특별시 성북구 장위로45길 16,서울특별시 성북구 장위3동 88-13,생활방범,3,2017-01-11,37.615463,127.054083
서울특별시 성북구청,서울특별시 성북구 한천로99길 40,서울특별시 성북구 장위3동 176-10,생활방범,3,2017-01-16,37.620869,127.049985
서울특별시 성북구청,서울특별시 성북구 돌곶이로30길52-15(삼익아파트 뒤),서울특별시 성북구,생활방범,3,2017-01-10,37.613688,127.057673
서울특별시 성북구청,서울특별시 성북구 한천로96길 8 장월교앞,서울특별시 성북구 장위3동 270-37 장월교앞,생활방범,3,2017-01-11,37.617739,127.057078
서울특별시 성북구청,서울특별시 성북구 한천로95길 78 마을공원,서울특별시 성북구 장위3동 270-105 마을공원,생활방범,3,2017-01-16,37.617405,127.052909
서울특별시 성북구청,서울특별시 성북구 동소문로35길 60 건아약국옆,서울특별시 성북구 정릉동 24번지 건아약국옆,생활방범,3,2017-01-11,37.601094,127.020800
서울특별시 성북구청,서울특별시 성북구 보국문로18길 12 외환은행뒤,서울특별시 성북구 정릉동 166-179 외환은행뒤,생활방범,3,2017-01-11,37.605949,127.009151
서울특별시 성북구청,서울특별시 성북구 서경로9길 45,서울특별시 성북구 정릉동 227-99,생활방범,3,2017-01-11,37.609359,127.013874
서울특별시 성북구청,서울특별시 성북구 보국문로30길  대광빌라뒤,서울특별시 성북구 정릉동 793-7 대광빌라뒤,생활방범,3,2017-01-11,37.617306,127.004044
서울특별시 성북구청,서울특별시 성북구 보국문로36길 23 풍산쉐르빌,서울특별시 성북구 정릉동 817-3 풍산쉐르빌,생활방범,3,2017-01-11,37.618572,126.999708
서울특별시 성북구청,서울특별시 성북구 길음로142,서울특별시 성북구,어린이보호,2,2017-01-15,37.613005,127.016790
서울특별시 성북구청,서울특별시 성북구 보문사길 50 동신초등학교 후문,서울특별시 성북구,어린이보호,2,2017-01-15,37.583817,127.016918
서울특별시 성북구청,서울특별시 성북구 삼선동116-3,서울특별시 성북구 삼선동116-3,어린이보호,3,2017-01-15,37.586325,127.011017
서울특별시 성북구청,서울특별시 성북구 길음로9길50(길음뉴타운 912동앞 ),서울특별시 성북구,어린이보호,2,2017-01-15,37.604232,127.018051
서울특별시 성북구청,서울특별시 성북구 보국문로28길 10,서울특별시 성북구,어린이보호,2,2017-01-15,37.616737,127.005369
서울특별시 성북구청,서울특별시 성북구 한천로693,서울특별시 성북구,어린이보호,2,2017-01-15,37.619453,127.054770
서울특별시 성북구청,서울특별시 성북구 한천로693,서울특별시 성북구,어린이보호,1,2017-01-15,37.618722,127.055971
서울특별시 성북구청,서울특별시 성북구 동소문로13길 19,서울특별시 성북구,어린이보호,2,2017-01-15,37.592673,127.012697
서울특별시 성북구청,서울특별시 성북구 북악산로29길 24,서울특별시 성북구,어린이보호,2,2017-01-15,37.593157,127.034929
서울특별시 성북구청,서울특별시 성북구 솔샘로 15길 10,서울특별시 성북구,어린이보호,2,2017-01-15,37.612229,127.005364
서울특별시 성북구청,서울특별시 성북구 성북로4길 52,서울특별시 성북구,어린이보호,2,2017-01-16,37.594117,127.011049
서울특별시 성북구청,서울특별시 성북구 흥천사길 29,서울특별시 성북구,어린이보호,3,2017-01-16,37.597899,127.010837
서울특별시 성북구청,서울특별시 성북구 솔샘로5길 7,서울특별시 성북구,어린이보호,2,2017-01-16,37.609419,127.004215
서울특별시 성북구청,서울특별시 성북구 월곡로5길 39,서울특별시 성북구,어린이보호,2,2017-01-16,37.598371,127.037261
서울특별시 성북구청,서울특별시 성북구 솔샘로6길 14-3번지(인수종합건철앞),서울특별시 성북구,생활방범,4,2017-01-14,37.609483,127.005781
서울특별시 성북구청,서울특별시 성북구 솔샘로6길 29번지(공원 앞),서울특별시 성북구,생활방범,4,2017-01-14,37.609434,127.007067
서울특별시 성북구청,서울특별시 성북구 솔샘로6가길 18번지,서울특별시 성북구,생활방범,3,2017-01-14,37.610042,127.006189
서울특별시 성북구청,서울특별시 성북구 돌곶이로41가길 48,서울특별시 성북구 장위1동 219-28,생활방범,3,2017-01-14,37.617618,127.043435
서울특별시 성북구청,서울특별시 성북구 월계로 140 도시빌라뒤편,서울특별시 성북구 장위1동 219-489,생활방범,3,2017-01-14,37.617773,127.044208
서울특별시 성북구청,서울특별시 성북구 장위로11길 105,서울특별시 성북구 장위1동 219-95,생활방범,3,2017-01-14,37.617717,127.044248
서울특별시 성북구청,서울특별시 성북구 정릉로26길61옆,서울특별시 성북구 정릉2동140-9,생활방범,3,2017-01-15,37.602692,127.013108
서울특별시 성북구청,서울특별시 성북구 보국문로18-4앞,서울특별시 성북구 정릉2동413-8,생활방범,3,2017-01-15,37.606289,127.011404
서울특별시 성북구청,서울특별시 성북구 북악산로1가길17옆,서울특별시 성북구 정릉2동508-51,생활방범,4,2017-01-15,37.598872,127.005181
서울특별시 성북구청,서울특별시 성북구 서경로18길 6 대일외고삼거리,서울특별시 성북구 정릉1동 227-164 대일외고삼거리,생활방범,3,2017-01-16,37.610328,127.015051
서울특별시 성북구청,서울특별시 성북구 정릉로27길 61-20 양지약국골목,서울특별시 성북구 정릉2동 166-96 양지약국골목,생활방범,3,2017-01-10,37.606386,127.012653
서울특별시 성북구청,서울특별시 성북구 정릉로27다길 1 동아아파트후문,서울특별시 성북구 정릉2동 206-126 동아아파트후문,생활방범,3,2017-01-16,37.608377,127.013349
서울특별시 성북구청,서울특별시 성북구 정릉로38길 정릉갈비앞,서울특별시 성북구 정릉1동 16번지 정릉갈비앞,생활방범,3,2017-01-16,37.601659,127.018719
서울특별시 성북구청,서울특별시 성북구 정릉로38가길 28 조양빌라앞,서울특별시 성북구 정릉1동 16-307 조양빌라앞,생활방범,3,2017-01-09,37.602045,127.017125
서울특별시 성북구청,서울특별시 성북구 정릉로36길 67 자영슈퍼앞,서울특별시 성북구 정릉1동 130-22 자영슈퍼앞,생활방범,3,2017-01-10,37.602345,127.015013
서울특별시 성북구청,서울특별시 성북구 보국문로8길 16 안식반,서울특별시 성북구 정릉2동 410-4 안식반,생활방범,3,2017-01-09,37.607521,127.011775
서울특별시 성북구청,서울특별시 성북구 보국문로8길 38 청운빌라,서울특별시 성북구 정릉2동 410-14 청운빌라,생활방범,4,2017-01-10,37.606985,127.011656
서울특별시 성북구청,서울특별시 성북구 아리랑로19길 42 봉화묵집5거리,서울특별시 성북구 정릉2동 487 봉화묵집5거리,생활방범,3,2017-01-10,37.602620,127.011027
서울특별시 성북구청,서울특별시 성북구 북악산로1길 28 스카이삼성빌라,서울특별시 성북구 정릉2동 508-25 스카이삼성빌라,생활방범,3,2017-01-16,37.599133,127.005367
서울특별시 성북구청,서울특별시 성북구 북악산로1길 28 로얄주택,서울특별시 성북구 정릉2동 508-108 로얄주택,생활방범,3,2017-01-10,37.597869,127.005436
서울특별시 성북구청,서울특별시 성북구 정릉로21길 정릉천늘푸른교,서울특별시 성북구 정릉3동 383-95 정릉천늘푸른교,생활방범,3,2017-01-10,37.606339,127.009204
서울특별시 성북구청,서울특별시 성북구 정릉로21길 51 서울빌라앞,서울특별시 성북구 정릉3동 385-1 서울빌라앞,생활방범,3,2017-01-10,37.607373,127.007633
서울특별시 성북구청,서울특별시 성북구 보국문로11길 37 씨스페이스편의앞,서울특별시 성북구 정릉3동 393-3 씨스페이스편의앞,생활방범,3,2017-01-16,37.608524,127.007957
서울특별시 성북구청,서울특별시 성북구 솔샘로15다길 38 한솔좋은집빌라,서울특별시 성북구 정릉3동 716-19 한솔좋은집빌라,생활방범,3,2017-01-10,37.610478,127.003764
서울특별시 성북구청,서울특별시 성북구 솔샘로5길 42 GS편의점,서울특별시 성북구 정릉3동 717-25 GS편의점,생활방범,3,2017-01-16,37.610042,127.003266
서울특별시 성북구청,서울특별시 성북구 오패산로3가길 43 목마빵집,서울특별시 성북구 월곡1동 90-1969 목마빵집,생활방범,2,2017-01-15,37.604539,127.033144
서울특별시 성북구청,서울특별시 성북구 보국문로18길 43 현대아트빌라,서울특별시 성북구 정릉4동 266-124 현대아트빌라,생활방범,3,2017-01-10,37.611368,127.011150
서울특별시 성북구청,서울특별시 성북구 회기로 9-12,서울특별시 성북구 종암동 28-13,생활방범,3,2017-01-11,37.591832,127.038024
서울특별시 성북구청,서울특별시 성북구 종암로13길 17 한빛하이츠빌라,서울특별시 성북구 종암동 45-146 한빛하이츠빌라,생활방범,3,2017-01-09,37.596329,127.033908
서울특별시 성북구청,서울특별시 성북구 종암로19길 현대아파트5거리,서울특별시 성북구 종암동 53-86 현대아파트5거리,생활방범,3,2017-01-10,37.597829,127.033105
서울특별시 성북구청,서울특별시 성북구 한천로95길 38,서울특별시 성북구 장위동 148-29,생활방범,3,2017-01-13,37.618278,127.054995
서울특별시 성북구청,서울특별시 성북구 삼선교로2가길 7-22,서울특별시 성북구 삼선동1가 11-43,생활방범,3,2017-01-15,37.587418,127.006561
서울특별시 성북구청,서울특별시 성북구 삼선교로8길 46앞,서울특별시 성북구 삼선동1가 216-4,생활방범,3,2017-01-15,37.585523,127.007792
서울특별시 성북구청,서울특별시 성북구 정릉로16길14앞,서울특별시 성북구 정릉3동649-7,생활방범,3,2017-01-15,37.607053,127.003361
서울특별시 성북구청,서울특별시 성북구 장월로24길 25(장위2동 75-524),서울특별시 성북구,생활방범,4,2017-01-15,37.615753,127.049822
서울특별시 성북구청,서울특별시 성북구 장위로 122(장위2동 240-15),서울특별시 성북구,생활방범,3,2017-01-15,37.613311,127.050296
서울특별시 성북구청,서울특별시 성북구 한천로76길 57(이마트 앞),서울특별시 성북구,생활방범,3,2017-01-15,37.611351,127.065842
서울특별시 성북구청,서울특별시 성북구 삼선교로4길 134,서울특별시 성북구 삼선동1가 297,생활방범,3,2017-01-15,37.582537,127.007945
서울특별시 성북구청,서울특별시 성북구 동소문로13길 39-36(송산마트앞 삼거리),서울특별시 성북구,생활방범,3,2017-01-15,37.591984,127.011263
서울특별시 성북구청,서울특별시 성북구 동소문로 93-16(성골룸반외방선교회),서울특별시 성북구,생활방범,3,2017-01-15,37.592962,127.015170
서울특별시 성북구청,서울특별시 성북구 동소문로15길 86앞,서울특별시 성북구 동소문동7가 10-18,생활방범,3,2017-01-15,37.595087,127.014881
서울특별시 성북구청,서울특별시 성북구 동소문로25가길 2앞,서울특별시 성북구 동선동4가 283,생활방범,3,2017-01-15,37.594861,127.018481
서울특별시 성북구청,서울특별시 성북구 인촌로24길 3-44,서울특별시 성북구 안암동5가 101-11,생활방범,3,2017-01-15,37.586067,127.029830
서울특별시 성북구청,서울특별시 성북구 지봉로20길 60-24,서울특별시 성북구 보문동6가 42-39,생활방범,3,2017-01-15,37.582010,127.018446
서울특별시 성북구청,서울특별시 성북구 장월로1마길 36,서울특별시 성북구 상월곡동 78-2,생활방범,3,2017-01-16,37.605919,127.042913
서울특별시 성북구청,서울특별시 성북구 장월로31길 59,서울특별시 성북구 장위1동 182-4,생활방범,3,2017-01-16,37.619876,127.048494
서울특별시 성북구청,서울특별시 성북구 장위로26길 33,서울특별시 성북구 장위1동 233-127,생활방범,3,2017-01-16,37.612806,127.045678
서울특별시 성북구청,서울특별시 성북구 장위로17길 20,서울특별시 성북구 장위1동 230-136,생활방범,3,2017-01-16,37.614907,127.042182
서울특별시 성북구청,서울특별시 성북구 돌곶이로41가길 13,서울특별시 성북구 장위1동 219-422,생활방범,3,2017-01-16,37.618467,127.045016
서울특별시 성북구청,서울특별시 성북구 장월로4길 26-1(인성하이츠빌 옆),서울특별시 성북구,생활방범,3,2017-01-16,37.608872,127.048838
서울특별시 성북구청,서울특별시 성북구 장위로45가길 30,서울특별시 성북구 장위2동 76-267,생활방범,3,2017-01-16,37.615599,127.052626
서울특별시 성북구청,서울특별시 성북구 장위로38길 19-13,서울특별시 성북구 장위2동 68-1129,생활방범,3,2017-01-16,37.612684,127.051375
서울특별시 성북구청,서울특별시 성북구 장위로39길 16,서울특별시 성북구 장위2동 74-123,생활방범,3,2017-01-16,37.614115,127.051515
서울특별시 성북구청,서울특별시 성북구 월곡로5길 73 탑포이트학원,서울특별시 성북구 종암2동 3-89 탑포이트학원,생활방범,3,2017-01-15,37.599121,127.036010
서울특별시 성북구청,서울특별시 성북구 월곡로6길 9성심사약국골목,서울특별시 성북구 종암2동 3-746 성심사약국골목,생활방범,3,2017-01-10,37.597027,127.039650
서울특별시 성북구청,서울특별시 성북구 종암로14길 32-14,서울특별시 성북구 종암2동 7-23,생활방범,3,2017-01-16,37.596857,127.037648
서울특별시 성북구청,서울특별시 성북구 종암로9다길 40,서울특별시 성북구 종암동 54-395,생활방범,3,2017-01-11,37.593851,127.032568
서울특별시 성북구청,서울특별시 성북구 북악산로 1055 오박사네돈까스,서울특별시 성북구 종암1동 31-4 오박사네돈까스,생활방범,3,2017-01-11,37.592324,127.035112
서울특별시 성북구청,서울특별시 성북구 종암로3길 37-2 성광컴퓨터크리닝,서울특별시 성북구 종암1동 33-12 성광컴퓨터크리닝,생활방범,3,2017-01-16,37.593049,127.033867
서울특별시 성북구청,서울특별시 성북구 종암로14길 20-28 킹크리닝상사,서울특별시 성북구 종암2동 7-44 킹크리닝상사,생활방범,3,2017-01-10,37.596089,127.037045
서울특별시 성북구청,서울특별시 성북구 종암로14길 46 우성그린맨션,서울특별시 성북구 종암2동 9-42 우성그린맨션,생활방범,3,2017-01-10,37.597681,127.037819
서울특별시 성북구청,서울특별시 성북구 대사관로5길 10 서울아파트사거리,서울특별시 성북구 성북동 330-402 서울아파트사거리,생활방범,2,2017-01-16,37.596931,126.988957
서울특별시 성북구청,서울특별시 성북구 대사관로5가길 43 정몽윤 집 앞,서울특별시 성북구 성북동 330-184 정몽윤 집 앞,생활방범,1,2017-01-16,37.596940,126.988970
서울특별시 성북구청,서울특별시 성북구 대사관로1길 6 일본관저진입로,서울특별시 성북구 성북동 330-454 일본관저진입로,생활방범,2,2017-01-16,37.596660,126.986560
